brand,model,year,mileage,drivetrain,msrp,current_value
BMW,X5 M,2006,49176,RWD,48910,2369.0
BMW,330i,2013,83936,FWD,48839,20253.0
BMW,X5 M,2008,91007,RWD,48910,6278.0
BMW,X5 M,2009,52750,RWD,48910,10072.0
BMW,X3 xDrive30i,2023,21269,FWD,48280,47351.0
BMW,X3 xDrive30i,2017,94246,RWD,48280,25501.0
BMW,X5 M,2023,82432,RWD,48910,47264.0
BMW,330i,2006,58281,AWD,48839,2133.0
BMW,X3 xDrive30i,2023,72416,RWD,48280,44971.0
BMW,330i,2005,143878,RWD,48839,1000.0
BMW,330i,2009,53378,RWD,48839,9791.0
BMW,330i,2014,85106,AWD,48839,21176.0
BMW,X5 M,2005,21062,FWD,48910,1000.0
BMW,X3 xDrive30i,2014,62504,AWD,48280,23588.0
BMW,X3 xDrive30i,2023,99624,FWD,48280,40253.0
BMW,330i,2018,89790,RWD,48839,31588.0
BMW,X5 M,2010,89410,FWD,48910,10171.0
BMW,X3 xDrive30i,2005,51098,FWD,48280,1000.0
BMW,330i,2014,31732,AWD,48839,23175.0
BMW,X3 xDrive30i,2020,100835,AWD,48280,32312.0
BMW,330i,2010,48190,FWD,48839,12712.0
BMW,330i,2011,87859,RWD,48839,14725.0
BMW,X5 M,2006,23470,RWD,48910,2600.0
BMW,330i,2015,33140,FWD,48839,22717.0
BMW,X5 M,2016,88839,AWD,48910,22400.0
BMW,330i,2019,36573,AWD,48839,28055.0
BMW,330i,2019,39522,AWD,48839,34537.0
BMW,X3 xDrive30i,2010,59709,FWD,48280,10708.0
BMW,330i,2014,67780,RWD,48839,17991.0
BMW,330i,2017,146090,RWD,48839,29325.0
BMW,330i,2006,0,FWD,48839,2273.0
BMW,X3 xDrive30i,2012,69554,FWD,48280,16620.0
BMW,330i,2020,73864,FWD,48839,29581.0
BMW,X3 xDrive30i,2012,15845,AWD,48280,16519.0
BMW,X5 M,2017,30455,FWD,48910,29923.0
BMW,X3 xDrive30i,2007,67458,RWD,48280,5290.0
BMW,X3 xDrive30i,2007,51864,AWD,48280,4545.0
BMW,X5 M,2011,25432,RWD,48910,12805.0
BMW,330i,2013,51807,RWD,48839,19962.0
BMW,X5 M,2015,55163,AWD,48910,22344.0
BMW,X3 xDrive30i,2012,84975,RWD,48280,17553.0
BMW,X5 M,2018,60650,FWD,48910,33096.0
BMW,X5 M,2018,46734,FWD,48910,27266.0
BMW,X5 M,2023,38716,AWD,48910,41661.0
BMW,330i,2018,38729,AWD,48839,28641.0
BMW,X3 xDrive30i,2014,60206,FWD,48280,23818.0
BMW,X5 M,2005,68087,AWD,48910,1000.0
BMW,X3 xDrive30i,2014,15717,AWD,48280,22517.0
BMW,330i,2017,59095,FWD,48839,31876.0
BMW,X3 xDrive30i,2010,135983,FWD,48280,12554.0
BMW,X5 M,2010,19219,FWD,48910,13075.0
BMW,X5 M,2020,73076,AWD,48910,38128.0
BMW,X5 M,2019,31159,AWD,48910,32355.0
BMW,X3 xDrive30i,2022,72323,RWD,48280,42936.0
BMW,330i,2007,66392,AWD,48839,4410.0
BMW,330i,2016,27693,AWD,48839,24684.0
BMW,X3 xDrive30i,2023,38669,RWD,48280,39395.0
BMW,X3 xDrive30i,2011,101649,FWD,48280,13097.0
BMW,X3 xDrive30i,2009,40367,FWD,48280,9631.0
BMW,330i,2009,79966,RWD,48839,10405.0
BMW,X3 xDrive30i,2007,16813,AWD,48280,3912.0
BMW,X3 xDrive30i,2011,88593,FWD,48280,12018.0
BMW,X5 M,2020,62828,AWD,48910,31261.0
BMW,330i,2006,32502,FWD,48839,2036.0
BMW,330i,2018,70584,FWD,48839,34898.0
BMW,330i,2008,20464,RWD,48839,6905.0
BMW,X3 xDrive30i,2023,111850,RWD,48280,37984.0
BMW,330i,2008,100666,AWD,48839,7868.0
BMW,330i,2005,54485,AWD,48839,1000.0
BMW,X5 M,2023,43070,AWD,48910,40181.0
BMW,X3 xDrive30i,2018,51007,AWD,48280,31094.0
BMW,330i,2011,34665,FWD,48839,13755.0
BMW,X3 xDrive30i,2010,86032,AWD,48280,9795.0
BMW,330i,2007,36818,FWD,48839,4890.0
BMW,X5 M,2013,0,RWD,48910,20978.0
BMW,X5 M,2009,13185,RWD,48910,8469.0
BMW,330i,2013,74593,AWD,48839,16294.0
BMW,X5 M,2012,41976,RWD,48910,14442.0
BMW,X3 xDrive30i,2015,70131,RWD,48280,21376.0
BMW,330i,2010,23461,RWD,48839,10341.0
BMW,X5 M,2010,75926,RWD,48910,11298.0
BMW,X5 M,2005,26666,RWD,48910,1000.0
BMW,X3 xDrive30i,2014,78922,FWD,48280,19746.0
BMW,330i,2022,40896,FWD,48839,38744.0
BMW,330i,2022,38727,FWD,48839,45028.0
BMW,X3 xDrive30i,2011,147891,AWD,48280,15087.0
BMW,330i,2007,53514,FWD,48839,5113.0
BMW,X5 M,2020,65075,AWD,48910,33574.0
BMW,X5 M,2012,7520,RWD,48910,17695.0
BMW,X3 xDrive30i,2006,84949,RWD,48280,2597.0
BMW,X3 xDrive30i,2013,46124,FWD,48280,20065.0
BMW,X5 M,2016,70906,RWD,48910,22821.0
BMW,X5 M,2005,84575,FWD,48910,1000.0
BMW,330i,2020,106509,RWD,48839,32231.0
BMW,X3 xDrive30i,2020,59895,FWD,48280,34247.0
BMW,X3 xDrive30i,2014,57070,AWD,48280,19689.0
BMW,330i,2008,55858,RWD,48839,6197.0
BMW,330i,2007,81706,RWD,48839,4051.0
BMW,X5 M,2005,48232,FWD,48910,1000.0
BMW,330i,2023,59644,AWD,48839,45413.0
BMW,330i,2016,84301,RWD,48839,26096.0
BMW,X5 M,2008,73302,FWD,48910,7910.0
BMW,X3 xDrive30i,2007,141477,RWD,48280,4216.0
BMW,X3 xDrive30i,2010,30537,AWD,48280,11561.0
BMW,X3 xDrive30i,2018,89092,RWD,48280,31432.0
BMW,X5 M,2011,76322,AWD,48910,14904.0
BMW,330i,2019,131156,FWD,48839,29355.0
BMW,X5 M,2014,31279,FWD,48910,22134.0
BMW,X3 xDrive30i,2021,19392,FWD,48280,34665.0
BMW,X5 M,2012,103814,RWD,48910,15779.0
BMW,330i,2015,54328,FWD,48839,25542.0
BMW,X5 M,2011,94505,AWD,48910,13544.0
BMW,X5 M,2019,66210,RWD,48910,28031.0
BMW,X5 M,2011,29627,RWD,48910,12851.0
BMW,330i,2014,100232,FWD,48839,19698.0
BMW,X3 xDrive30i,2022,50435,AWD,48280,44685.0
BMW,X3 xDrive30i,2005,38646,AWD,48280,1000.0
BMW,330i,2009,22524,AWD,48839,9401.0
BMW,330i,2006,37215,RWD,48839,2317.0
BMW,X5 M,2011,81535,AWD,48910,14191.0
BMW,330i,2009,0,AWD,48839,10389.0
BMW,X5 M,2018,27688,RWD,48910,27214.0
BMW,X5 M,2022,103700,RWD,48910,44099.0
BMW,330i,2012,45268,FWD,48839,18782.0
BMW,330i,2007,31654,RWD,48839,5206.0
BMW,X5 M,2021,51802,RWD,48910,39367.0
BMW,330i,2019,53681,FWD,48839,33410.0
BMW,X3 xDrive30i,2008,73438,AWD,48280,6054.0
BMW,X5 M,2005,99767,RWD,48910,1000.0
BMW,X5 M,2011,23131,AWD,48910,12860.0
BMW,X3 xDrive30i,2018,97579,AWD,48280,33800.0
BMW,X5 M,2008,18440,AWD,48910,5994.0
BMW,330i,2011,46374,AWD,48839,16069.0
BMW,X3 xDrive30i,2011,45619,RWD,48280,15703.0
BMW,330i,2023,82398,FWD,48839,40577.0
BMW,X5 M,2015,10577,FWD,48910,23218.0
BMW,330i,2017,44725,FWD,48839,28443.0
BMW,X5 M,2017,78605,FWD,48910,28260.0
BMW,330i,2012,93096,RWD,48839,14681.0
BMW,X5 M,2005,47155,FWD,48910,1000.0
BMW,X5 M,2016,86122,FWD,48910,25742.0
BMW,330i,2006,74270,FWD,48839,2284.0
BMW,X5 M,2022,70321,AWD,48910,42888.0
BMW,330i,2015,121036,FWD,48839,26440.0
BMW,330i,2006,56183,AWD,48839,2374.0
BMW,X3 xDrive30i,2007,51418,RWD,48280,4716.0
BMW,X5 M,2005,92860,RWD,48910,1000.0
BMW,X5 M,2017,101983,RWD,48910,29521.0
BMW,X5 M,2005,49934,RWD,48910,1000.0
BMW,X3 xDrive30i,2021,86553,AWD,48280,37723.0
BMW,330i,2020,49464,RWD,48839,39604.0
BMW,X5 M,2023,57682,FWD,48910,40318.0
BMW,330i,2021,64615,RWD,48839,41633.0
BMW,X5 M,2010,37301,FWD,48910,11513.0
BMW,330i,2013,37398,RWD,48839,17083.0
BMW,X3 xDrive30i,2006,99711,RWD,48280,2125.0
BMW,330i,2016,56867,RWD,48839,22990.0
BMW,X3 xDrive30i,2022,86681,AWD,48280,43507.0
BMW,X5 M,2019,47680,AWD,48910,29902.0
BMW,X3 xDrive30i,2022,0,RWD,48280,42044.0
BMW,X5 M,2014,14232,RWD,48910,24057.0
BMW,X3 xDrive30i,2022,73779,RWD,48280,37480.0
BMW,330i,2023,56084,FWD,48839,36094.0
BMW,X3 xDrive30i,2009,0,RWD,48280,8749.0
BMW,X3 xDrive30i,2015,99824,AWD,48280,24270.0
BMW,X5 M,2021,91299,RWD,48910,39779.0
BMW,330i,2012,59291,FWD,48839,18562.0
BMW,X3 xDrive30i,2013,21667,AWD,48280,16312.0
BMW,X5 M,2006,57142,RWD,48910,2220.0
BMW,X3 xDrive30i,2022,49105,FWD,48280,33913.0
BMW,X3 xDrive30i,2016,117485,AWD,48280,23468.0
BMW,X5 M,2015,69774,RWD,48910,26334.0
BMW,330i,2014,17472,AWD,48839,19462.0
BMW,330i,2009,7224,RWD,48839,8819.0
BMW,X5 M,2022,60772,RWD,48910,34678.0
BMW,X5 M,2019,57641,AWD,48910,35044.0
BMW,X5 M,2006,70117,AWD,48910,2321.0
BMW,330i,2023,63724,RWD,48839,46644.0
BMW,X5 M,2020,100357,RWD,48910,40163.0
BMW,330i,2013,58610,RWD,48839,18783.0
BMW,X3 xDrive30i,2021,39882,RWD,48280,32040.0
BMW,X5 M,2023,6523,AWD,48910,43853.0
BMW,X3 xDrive30i,2019,69735,AWD,48280,29622.0
BMW,X5 M,2018,53344,AWD,48910,34096.0
BMW,X5 M,2016,69405,FWD,48910,22792.0
BMW,X5 M,2018,24585,RWD,48910,28740.0
BMW,X5 M,2012,79106,FWD,48910,18247.0
BMW,X3 xDrive30i,2020,85178,FWD,48280,30392.0
BMW,X5 M,2015,79527,FWD,48910,22534.0
BMW,X5 M,2014,63074,AWD,48910,22143.0
BMW,X3 xDrive30i,2010,103155,RWD,48280,10469.0
BMW,X3 xDrive30i,2009,2323,RWD,48280,8108.0
BMW,X3 xDrive30i,2011,75522,AWD,48280,13513.0
BMW,X5 M,2014,69178,AWD,48910,18287.0
BMW,X5 M,2016,67723,RWD,48910,27402.0
BMW,330i,2017,16689,FWD,48839,29340.0
BMW,X5 M,2020,65754,AWD,48910,31294.0
BMW,X3 xDrive30i,2019,68862,AWD,48280,35966.0
BMW,X3 xDrive30i,2016,99432,RWD,48280,23265.0
BMW,X5 M,2019,105785,FWD,48910,27953.0
BMW,330i,2011,72307,AWD,48839,13661.0
BMW,X3 xDrive30i,2009,94574,RWD,48280,9539.0
BMW,X5 M,2012,92467,RWD,48910,16209.0
BMW,X5 M,2005,18569,FWD,48910,1000.0
BMW,X3 xDrive30i,2014,4315,AWD,48280,21752.0
BMW,X3 xDrive30i,2018,50993,AWD,48280,27652.0
BMW,X3 xDrive30i,2014,53927,AWD,48280,18518.0
BMW,330i,2007,79125,FWD,48839,4049.0
BMW,330i,2006,47463,RWD,48839,2525.0
BMW,330i,2006,37328,FWD,48839,2618.0
BMW,X3 xDrive30i,2021,49215,RWD,48280,41447.0
BMW,330i,2020,80390,RWD,48839,36478.0
BMW,330i,2019,46151,AWD,48839,34062.0
BMW,X3 xDrive30i,2012,53695,FWD,48280,16989.0
BMW,X5 M,2012,39868,AWD,48910,17628.0
BMW,X5 M,2018,70570,AWD,48910,31456.0
BMW,X3 xDrive30i,2015,84056,FWD,48280,24925.0
BMW,X3 xDrive30i,2012,73165,RWD,48280,14027.0
BMW,X5 M,2008,24886,FWD,48910,7744.0
BMW,X3 xDrive30i,2023,79010,AWD,48280,43110.0
BMW,X3 xDrive30i,2021,49593,RWD,48280,35948.0
BMW,X3 xDrive30i,2023,35295,RWD,48280,36092.0
BMW,X5 M,2005,83716,AWD,48910,1000.0
BMW,X3 xDrive30i,2007,38165,AWD,48280,4669.0
BMW,X5 M,2017,63819,RWD,48910,26023.0
BMW,X5 M,2006,50655,FWD,48910,2479.0
BMW,330i,2009,78667,FWD,48839,10630.0
BMW,X5 M,2011,56095,FWD,48910,15637.0
BMW,330i,2011,114733,FWD,48839,14166.0
BMW,X3 xDrive30i,2006,60376,RWD,48280,1996.0
BMW,330i,2010,81795,AWD,48839,10467.0
BMW,330i,2013,93959,FWD,48839,15685.0
BMW,330i,2016,17912,FWD,48839,25255.0
BMW,X5 M,2009,120204,FWD,48910,9717.0
BMW,X3 xDrive30i,2014,28762,FWD,48280,23813.0
BMW,X5 M,2007,72410,AWD,48910,4670.0
BMW,X3 xDrive30i,2006,69515,FWD,48280,2274.0
BMW,X3 xDrive30i,2015,5811,FWD,48280,19677.0
BMW,X5 M,2014,12237,AWD,48910,20332.0
BMW,330i,2006,79732,FWD,48839,2447.0
BMW,X3 xDrive30i,2005,54430,AWD,48280,1000.0
BMW,330i,2016,85900,RWD,48839,21521.0
BMW,X5 M,2017,33324,RWD,48910,32265.0
BMW,330i,2017,51615,RWD,48839,25920.0
BMW,X5 M,2022,99267,AWD,48910,38058.0
BMW,X5 M,2022,66068,AWD,48910,42257.0
BMW,X5 M,2007,21159,AWD,48910,4786.0
BMW,X5 M,2007,42977,AWD,48910,4329.0
BMW,X5 M,2013,98205,RWD,48910,21020.0
BMW,X3 xDrive30i,2020,49602,AWD,48280,30269.0
BMW,X3 xDrive30i,2023,47437,AWD,48280,44767.0
BMW,X3 xDrive30i,2014,102985,FWD,48280,22370.0
BMW,330i,2010,16384,RWD,48839,13101.0
BMW,X3 xDrive30i,2008,57649,AWD,48280,7936.0
BMW,X3 xDrive30i,2018,114473,RWD,48280,32475.0
BMW,X5 M,2023,8580,FWD,48910,44577.0
BMW,X3 xDrive30i,2022,6545,FWD,48280,43944.0
BMW,X3 xDrive30i,2018,117944,RWD,48280,32258.0
BMW,X5 M,2019,48547,FWD,48910,30723.0
BMW,X5 M,2016,81824,AWD,48910,25218.0
BMW,X3 xDrive30i,2022,53933,RWD,48280,37954.0
BMW,X3 xDrive30i,2018,96639,AWD,48280,30741.0
BMW,X3 xDrive30i,2005,98164,AWD,48280,1000.0
BMW,330i,2014,6633,FWD,48839,18612.0
BMW,330i,2015,27438,FWD,48839,26365.0
BMW,X5 M,2015,73919,RWD,48910,24138.0
BMW,330i,2005,36302,AWD,48839,1000.0
BMW,X3 xDrive30i,2021,70128,FWD,48280,34099.0
BMW,X5 M,2017,18734,AWD,48910,28247.0
BMW,X3 xDrive30i,2019,65801,RWD,48280,33423.0
BMW,X5 M,2015,57359,FWD,48910,23122.0
BMW,X3 xDrive30i,2013,7023,AWD,48280,17808.0
BMW,330i,2006,25811,RWD,48839,2179.0
BMW,X5 M,2015,89595,RWD,48910,21487.0
BMW,X5 M,2012,74817,RWD,48910,13820.0
BMW,X5 M,2022,71213,FWD,48910,42015.0
BMW,X5 M,2010,24385,FWD,48910,12885.0
BMW,X3 xDrive30i,2005,86055,RWD,48280,1000.0
BMW,X5 M,2023,67323,AWD,48910,42742.0
BMW,X5 M,2013,7565,AWD,48910,18368.0
BMW,X5 M,2009,31329,RWD,48910,9133.0
BMW,330i,2015,25179,AWD,48839,23355.0
BMW,X3 xDrive30i,2006,38687,RWD,48280,2021.0
BMW,330i,2011,107095,AWD,48839,12409.0
BMW,330i,2022,27794,RWD,48839,41535.0
BMW,330i,2006,52920,FWD,48839,2416.0
BMW,330i,2021,94788,FWD,48839,32860.0
BMW,X3 xDrive30i,2018,35588,RWD,48280,25263.0
BMW,X3 xDrive30i,2016,54585,RWD,48280,23976.0
BMW,X5 M,2021,77717,AWD,48910,35464.0
BMW,X5 M,2012,51520,FWD,48910,17154.0
BMW,X3 xDrive30i,2011,41943,AWD,48280,12917.0
BMW,X3 xDrive30i,2023,63612,RWD,48280,41859.0
BMW,330i,2008,39098,RWD,48839,7656.0
BMW,X5 M,2012,50635,AWD,48910,17759.0
BMW,X5 M,2007,79824,FWD,48910,4554.0
BMW,330i,2022,62231,RWD,48839,43320.0
BMW,X3 xDrive30i,2017,83333,FWD,48280,29243.0
BMW,X5 M,2007,117259,FWD,48910,5345.0
BMW,X3 xDrive30i,2013,92581,AWD,48280,18920.0
BMW,330i,2005,67856,FWD,48839,1000.0
BMW,330i,2016,16211,FWD,48839,23127.0
BMW,X5 M,2009,38658,FWD,48910,10182.0
BMW,X5 M,2012,63342,RWD,48910,14113.0
BMW,330i,2015,10956,AWD,48839,23953.0
BMW,X3 xDrive30i,2017,35139,FWD,48280,26467.0
BMW,X3 xDrive30i,2008,47265,AWD,48280,6244.0
BMW,X5 M,2021,73618,AWD,48910,39444.0
BMW,330i,2009,72770,AWD,48839,9103.0
BMW,X5 M,2018,28817,AWD,48910,34236.0
BMW,330i,2019,49425,RWD,48839,32674.0
BMW,X5 M,2005,73225,FWD,48910,1000.0
BMW,330i,2007,50527,RWD,48839,4883.0
BMW,330i,2016,104257,AWD,48839,22015.0
BMW,X3 xDrive30i,2012,87435,RWD,48280,16749.0
BMW,X3 xDrive30i,2018,106533,FWD,48280,32729.0
BMW,X3 xDrive30i,2008,51636,AWD,48280,7936.0
BMW,X5 M,2019,49169,RWD,48910,34675.0
BMW,X3 xDrive30i,2011,38993,AWD,48280,13400.0
BMW,X5 M,2014,43055,FWD,48910,23489.0
BMW,330i,2019,87536,RWD,48839,29970.0
BMW,X5 M,2021,75204,RWD,48910,37202.0
BMW,330i,2010,48123,RWD,48839,11611.0
BMW,330i,2012,80629,RWD,48839,17484.0
BMW,330i,2012,56354,RWD,48839,14350.0
BMW,330i,2019,36976,FWD,48839,34548.0
BMW,330i,2012,44000,FWD,48839,15137.0
BMW,X3 xDrive30i,2020,0,AWD,48280,31457.0
BMW,X3 xDrive30i,2016,62829,AWD,48280,21785.0
BMW,X5 M,2015,70635,AWD,48910,26706.0
BMW,330i,2018,0,FWD,48839,33411.0
BMW,330i,2006,97437,FWD,48839,2224.0
BMW,330i,2009,24053,RWD,48839,9787.0
BMW,330i,2014,84280,AWD,48839,18157.0
BMW,X3 xDrive30i,2019,92607,FWD,48280,31624.0
BMW,X3 xDrive30i,2011,22423,RWD,48280,15107.0
BMW,330i,2018,51056,RWD,48839,34108.0
BMW,330i,2007,83153,RWD,48839,4642.0
BMW,X5 M,2019,50865,RWD,48910,30109.0
BMW,X3 xDrive30i,2014,85252,AWD,48280,23811.0
BMW,330i,2013,111970,AWD,48839,19082.0
BMW,X5 M,2014,69251,AWD,48910,19266.0
BMW,330i,2008,26821,AWD,48839,7537.0
BMW,330i,2015,44062,RWD,48839,23418.0
BMW,X3 xDrive30i,2013,30281,FWD,48280,21111.0
BMW,X5 M,2018,94890,AWD,48910,29914.0
BMW,X5 M,2016,100634,RWD,48910,23409.0
BMW,X3 xDrive30i,2006,57627,FWD,48280,2171.0
BMW,330i,2009,55311,RWD,48839,9613.0
BMW,X3 xDrive30i,2014,10996,FWD,48280,18440.0
BMW,330i,2011,23639,AWD,48839,12039.0
BMW,X3 xDrive30i,2020,27326,RWD,48280,35087.0
BMW,X5 M,2022,40491,FWD,48910,41719.0
BMW,X5 M,2020,49698,AWD,48910,36993.0
BMW,X5 M,2006,63456,AWD,48910,2685.0
BMW,X3 xDrive30i,2021,32507,RWD,48280,35178.0
BMW,X3 xDrive30i,2010,107027,FWD,48280,13084.0
BMW,X5 M,2008,75235,RWD,48910,6382.0
BMW,330i,2014,62343,AWD,48839,23842.0
BMW,X3 xDrive30i,2007,90271,AWD,48280,5215.0
BMW,330i,2022,85447,RWD,48839,36000.0
BMW,330i,2015,53848,FWD,48839,22249.0
BMW,330i,2015,85947,FWD,48839,23241.0
BMW,330i,2010,83275,RWD,48839,10434.0
BMW,X3 xDrive30i,2012,58997,FWD,48280,17395.0
BMW,X5 M,2009,108217,FWD,48910,10213.0
BMW,330i,2019,45041,AWD,48839,36689.0
BMW,X5 M,2006,29866,RWD,48910,2288.0
BMW,X5 M,2009,73977,RWD,48910,8588.0
BMW,330i,2009,60053,AWD,48839,7830.0
BMW,X5 M,2010,60662,FWD,48910,11853.0
BMW,X3 xDrive30i,2022,0,FWD,48280,36703.0
BMW,X3 xDrive30i,2008,60028,FWD,48280,6858.0
BMW,X3 xDrive30i,2012,59956,FWD,48280,18335.0
BMW,X3 xDrive30i,2006,74033,RWD,48280,2400.0
BMW,X3 xDrive30i,2010,61845,AWD,48280,10289.0
BMW,X5 M,2007,100661,RWD,48910,4433.0
BMW,330i,2016,87976,RWD,48839,26239.0
BMW,X5 M,2020,35896,RWD,48910,35286.0
BMW,330i,2008,74631,RWD,48839,7837.0
BMW,X5 M,2011,77784,RWD,48910,13801.0
BMW,X3 xDrive30i,2023,114799,AWD,48280,36908.0
BMW,X5 M,2005,52643,AWD,48910,1000.0
BMW,X3 xDrive30i,2013,89253,FWD,48280,20564.0
BMW,330i,2007,26710,FWD,48839,5107.0
BMW,330i,2012,50503,FWD,48839,15701.0
BMW,X5 M,2015,40087,AWD,48910,26187.0
BMW,X5 M,2011,46569,RWD,48910,12509.0
BMW,X3 xDrive30i,2017,41208,AWD,48280,28221.0
BMW,330i,2014,60759,RWD,48839,18306.0
BMW,330i,2011,76529,RWD,48839,13883.0
BMW,X3 xDrive30i,2009,84215,RWD,48280,8626.0
BMW,X5 M,2012,145852,FWD,48910,17682.0
BMW,X3 xDrive30i,2013,127199,RWD,48280,19423.0
BMW,X3 xDrive30i,2023,87301,FWD,48280,35082.0
BMW,X5 M,2012,79649,FWD,48910,17240.0
BMW,X5 M,2021,29761,FWD,48910,42224.0
BMW,330i,2015,64605,AWD,48839,24109.0
BMW,330i,2018,97917,RWD,48839,26725.0
BMW,330i,2008,80756,FWD,48839,7035.0
BMW,330i,2017,45579,FWD,48839,25844.0
BMW,330i,2021,0,AWD,48839,34420.0
BMW,X3 xDrive30i,2013,13112,AWD,48280,16610.0
BMW,X5 M,2021,56374,RWD,48910,34291.0
BMW,X3 xDrive30i,2023,50894,RWD,48280,40627.0
BMW,330i,2010,37358,RWD,48839,10135.0
BMW,330i,2022,10100,FWD,48839,39322.0
BMW,X5 M,2014,52608,FWD,48910,21016.0
BMW,X3 xDrive30i,2018,103365,RWD,48280,31812.0
BMW,X5 M,2005,91010,FWD,48910,1000.0
BMW,X5 M,2015,74297,FWD,48910,20037.0
BMW,330i,2022,119599,FWD,48839,43879.0
BMW,X3 xDrive30i,2014,15748,AWD,48280,23332.0
BMW,330i,2016,84633,AWD,48839,25733.0
BMW,330i,2005,45936,AWD,48839,1000.0
BMW,330i,2015,12704,FWD,48839,21369.0
BMW,X3 xDrive30i,2014,59100,AWD,48280,21619.0
BMW,X3 xDrive30i,2013,58702,RWD,48280,20393.0
BMW,330i,2010,109858,RWD,48839,12228.0
BMW,X3 xDrive30i,2015,73596,RWD,48280,25555.0
BMW,X3 xDrive30i,2012,91627,AWD,48280,15325.0
BMW,X5 M,2007,81673,AWD,48910,4841.0
BMW,330i,2015,89883,FWD,48839,23201.0
BMW,X3 xDrive30i,2022,96744,RWD,48280,42758.0
BMW,X3 xDrive30i,2011,74611,RWD,48280,15024.0
BMW,330i,2022,0,AWD,48839,36368.0
BMW,330i,2006,2893,RWD,48839,2159.0
BMW,X3 xDrive30i,2014,64419,RWD,48280,19454.0
BMW,X5 M,2011,18533,AWD,48910,12545.0
BMW,330i,2022,32349,AWD,48839,33503.0
BMW,X3 xDrive30i,2011,82805,AWD,48280,12070.0
BMW,330i,2008,45791,AWD,48839,7556.0
BMW,330i,2013,93755,AWD,48839,19217.0
BMW,X5 M,2018,31679,FWD,48910,30011.0
BMW,330i,2018,62917,AWD,48839,31887.0
BMW,330i,2018,60705,FWD,48839,30793.0
BMW,X5 M,2022,96912,FWD,48910,40042.0
BMW,X3 xDrive30i,2017,46790,FWD,48280,23542.0
BMW,X3 xDrive30i,2008,100550,AWD,48280,6879.0
BMW,330i,2014,80490,AWD,48839,20802.0
BMW,X3 xDrive30i,2017,79444,RWD,48280,31247.0
BMW,330i,2017,50868,RWD,48839,24889.0
BMW,X3 xDrive30i,2011,66633,AWD,48280,14908.0
BMW,330i,2010,55944,AWD,48839,11033.0
BMW,330i,2013,73528,RWD,48839,20083.0
BMW,330i,2013,62781,FWD,48839,19648.0
BMW,X3 xDrive30i,2016,110956,RWD,48280,28503.0
BMW,X3 xDrive30i,2017,74317,RWD,48280,28204.0
BMW,X3 xDrive30i,2013,37553,AWD,48280,15896.0
BMW,X3 xDrive30i,2022,42900,AWD,48280,36326.0
BMW,X5 M,2013,66498,RWD,48910,21475.0
BMW,X3 xDrive30i,2019,72982,AWD,48280,28578.0
BMW,330i,2014,43263,FWD,48839,22134.0
BMW,X3 xDrive30i,2012,91512,RWD,48280,14116.0
BMW,X5 M,2016,86511,FWD,48910,21557.0
BMW,X3 xDrive30i,2018,0,AWD,48280,33660.0
BMW,X3 xDrive30i,2012,25151,FWD,48280,15731.0
BMW,X5 M,2021,41165,RWD,48910,42925.0
BMW,330i,2019,93307,FWD,48839,31422.0
BMW,X5 M,2014,66472,AWD,48910,19417.0
BMW,X3 xDrive30i,2021,73955,AWD,48280,38485.0
BMW,330i,2020,64307,FWD,48839,31562.0
BMW,X5 M,2009,17179,RWD,48910,9402.0
BMW,330i,2018,33188,FWD,48839,33828.0
BMW,X3 xDrive30i,2021,104326,AWD,48280,38225.0
BMW,X3 xDrive30i,2006,89718,RWD,48280,1995.0
BMW,X5 M,2006,0,RWD,48910,2443.0
BMW,X3 xDrive30i,2010,81796,FWD,48280,9794.0
BMW,X3 xDrive30i,2021,60141,RWD,48280,37168.0
BMW,X3 xDrive30i,2013,75027,FWD,48280,19861.0
BMW,X5 M,2023,24650,RWD,48910,39000.0
BMW,330i,2012,105665,AWD,48839,13947.0
BMW,X5 M,2006,38015,RWD,48910,2552.0
BMW,X5 M,2008,110876,AWD,48910,7840.0
BMW,330i,2020,43938,RWD,48839,36633.0
BMW,X5 M,2005,88898,RWD,48910,1000.0
BMW,X3 xDrive30i,2014,78609,AWD,48280,20910.0
BMW,330i,2019,65084,FWD,48839,33703.0
BMW,330i,2016,78663,RWD,48839,26837.0
BMW,X5 M,2011,40669,AWD,48910,15062.0
BMW,X3 xDrive30i,2023,107040,FWD,48280,39264.0
BMW,330i,2020,52150,RWD,48839,37076.0
BMW,X5 M,2012,59609,RWD,48910,16066.0
BMW,330i,2020,25093,FWD,48839,35578.0
BMW,X3 xDrive30i,2007,97975,FWD,48280,5028.0
BMW,X5 M,2006,84131,AWD,48910,2592.0
BMW,330i,2019,47141,FWD,48839,36881.0
BMW,X5 M,2010,22151,FWD,48910,11613.0
BMW,330i,2007,69773,AWD,48839,4775.0
BMW,X5 M,2008,9419,RWD,48910,6042.0
BMW,330i,2012,84045,FWD,48839,14427.0
BMW,X3 xDrive30i,2020,55922,AWD,48280,33694.0
BMW,X3 xDrive30i,2005,63294,RWD,48280,1000.0
BMW,X5 M,2006,71650,RWD,48910,2615.0
BMW,330i,2008,27019,FWD,48839,6472.0
BMW,X5 M,2022,70806,AWD,48910,41970.0
BMW,330i,2013,35130,AWD,48839,18928.0
BMW,X5 M,2012,38156,AWD,48910,18533.0
BMW,330i,2011,36265,FWD,48839,14650.0
BMW,X5 M,2021,15169,FWD,48910,40841.0
